row_index,hhid2,baseline_high,n_specifications,n_high,strict_robust_high,high_in_all_available,never_high,switcher,n_baseline_switches,switch_drivers,switch__equal_indicator_weights,switch__flood_binary_omitted,switch__flood_depth_omitted,switch__literacy_direction_reversed,switch__literacy_omitted,switch__loan_burden_direction,switch__loan_omitted,switch__robust_p01_p99_bounds,switch__zero_meal_households_excluded,switch__zero_meals_as_missing
3218,3864,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3219,3865.1,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3220,3865.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3221,3865.3,True,11,8,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
3222,3866,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3223,3867,False,11,5,False,False,False,True,5,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,True,True,False,True,True,False,False,True,False,False
3224,3868,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3225,3869,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3226,387,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3227,3870,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3228,3871,False,11,3,False,False,False,True,3,equal_indicator_weights|flood_binary_omitted|literacy_omitted,True,True,False,False,True,False,False,False,False,False
3229,3872,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3230,3873,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3231,3874,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3232,3875,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3233,3876,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3234,3877,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
3235,3878,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3236,3879,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3237,388,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3238,3880,True,11,6,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,True,True,True,True,True,False,False,False
3239,3881,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3240,3882,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3241,3883,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3242,3884,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3243,3885,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3244,3886,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3245,3887,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3246,3889,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3247,389,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3248,3891.1,True,11,9,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
3249,3891.2,True,11,9,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
3250,3892,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3251,3893,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3252,3894,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3253,3895,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3254,3896,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3255,3897,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3256,3898,True,10,7,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|zero_meals_as_missing,False,False,False,True,False,True,False,False,False,True
3257,3899,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3258,39,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3259,390,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3260,3900,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3261,3901,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3262,3902,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3263,3903,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3264,3904,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3265,3905,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3266,3907,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3267,3908.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3268,3908.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3269,3909,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3270,391,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3271,3910,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3272,3911,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3273,3912,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3274,3913,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3275,3914,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3276,3915,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3277,3916,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3278,3917,False,11,1,False,False,False,True,1,robust_p01_p99_bounds,False,False,False,False,False,False,False,True,False,False
3279,3918,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3280,3919,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3281,392,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3282,3920,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3283,3921,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3284,3922,False,11,5,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,True,True,True,True,True,False,False,False
3285,3923,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3286,3924,False,11,6,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,True,True,True,True,False,False
3287,3925,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3288,3926,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3289,3927,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|loan_burden_direction|loan_omitted,True,True,False,False,False,True,True,False,False,False
3290,3928,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3291,3929,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3292,393,True,11,7,False,False,False,True,4,flood_binary_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,False,True,False,True,True,False,False,True,False,False
3293,3930,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3294,3931,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3295,3932,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3296,3933,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3297,3934,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3298,3935.1,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3299,3935.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3300,3936,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3301,3937,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3302,3938,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3303,394,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3304,3940,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3305,3941,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3306,3942,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3307,3943,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3308,3944,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3309,3945,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3310,3946,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3311,3947,True,11,7,False,False,False,True,4,flood_binary_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,True,False,False,False,True,True,True,False,False
3312,3948.1,True,11,7,False,False,False,True,4,flood_binary_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,False,True,False,True,True,False,False,True,False,False
3313,3948.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3314,3949,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3315,395,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
3316,3950,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3317,3951,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3318,3952.1,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3319,3952.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3320,3953,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3321,3954.1,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3322,3954.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3323,3955,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3324,3956,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3325,3957,True,11,7,False,False,False,True,4,flood_binary_omitted|literacy_direction_reversed|literacy_omitted|robust_p01_p99_bounds,False,True,False,True,True,False,False,True,False,False
3326,3958,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3327,3959,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3328,396,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3329,3960,True,11,5,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,True,True,True,True,False,False
3330,3961,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3331,3962,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3332,3963,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3333,3964,True,11,7,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
3334,3965,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3335,3967.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3336,3967.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3337,3967.3,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3338,3968,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3339,3969,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3340,397,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3341,3970,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3342,3971,True,11,8,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
3343,3972,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3344,3973,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3345,3974,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3346,3975,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3347,3976,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3348,3977.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3349,3977.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3350,3978,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3351,398,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3352,3980,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3353,3981,False,11,2,False,False,False,True,2,loan_burden_direction|robust_p01_p99_bounds,False,False,False,False,False,True,False,True,False,False
3354,3982,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3355,3983,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3356,3984,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3357,3985.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3358,3985.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3359,3986,False,11,6,False,False,False,True,6,equal_indicator_weights|flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,True,False,True,True,True,True,True,False,False,False
3360,3987,False,11,5,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,True,True,True,True,True,False,False,False
3361,3988,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3362,3989,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3363,399,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3364,3990,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3365,3991,False,11,1,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3366,3992,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3367,3993,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3368,3994,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3369,3995,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3370,3996,True,11,9,False,False,False,True,2,literacy_direction_reversed|literacy_omitted,False,False,False,True,True,False,False,False,False,False
3371,3997,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3372,3998.1,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3373,3998.2,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3374,4,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3375,40,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3376,400,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3377,4000.1,True,11,8,False,False,False,True,3,flood_depth_omitted|loan_burden_direction|loan_omitted,False,False,True,False,False,True,True,False,False,False
3378,4000.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3379,4001,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3380,4002,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3381,4003,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3382,4004,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3383,4005,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3384,4007,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3385,4008,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3386,4009,True,11,8,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
3387,401,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3388,4010,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3389,4011,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3390,4012,True,11,9,False,False,False,True,2,literacy_direction_reversed|loan_burden_direction,False,False,False,True,False,True,False,False,False,False
3391,4013,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3392,4014,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3393,4015,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3394,4016,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3395,4017.1,True,11,5,False,False,False,True,6,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,True,True,True,True,True,True,False,False
3396,4017.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3397,4018,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3398,4019,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3399,402,True,11,10,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3400,4020,False,11,5,False,False,False,True,5,flood_depth_omitted|literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted,False,False,True,True,True,True,True,False,False,False
3401,4021,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3402,4022,True,11,8,False,False,False,True,3,flood_depth_omitted|loan_burden_direction|loan_omitted,False,False,True,False,False,True,True,False,False,False
3403,4024,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3404,4025.1,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3405,4025.2,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3406,4026,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3407,4027,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3408,4028,True,11,6,False,False,False,True,5,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,False,True,True,True,True,True,False,False
3409,4029,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3410,403,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3411,4030,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3412,4031,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3413,4032,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3414,4033,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3415,4034,True,11,9,False,False,False,True,2,literacy_direction_reversed|loan_burden_direction,False,False,False,True,False,True,False,False,False,False
3416,4035,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3417,4036,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3418,4037.1,True,11,8,False,False,False,True,3,equal_indicator_weights|flood_binary_omitted|flood_depth_omitted,True,True,True,False,False,False,False,False,False,False
3419,4037.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3420,4038,True,11,10,False,False,False,True,1,literacy_direction_reversed,False,False,False,True,False,False,False,False,False,False
3421,4039,True,11,8,False,False,False,True,3,flood_binary_omitted|literacy_direction_reversed|literacy_omitted,False,True,False,True,True,False,False,False,False,False
3422,404,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3423,4040,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3424,4041,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3425,4042,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3426,4043.1,True,11,9,False,False,False,True,2,literacy_direction_reversed|loan_burden_direction,False,False,False,True,False,True,False,False,False,False
3427,4043.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3428,4044,True,11,7,False,False,False,True,4,flood_binary_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,True,False,False,False,True,True,True,False,False
3429,4045,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3430,4046.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3431,4046.2,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3432,4047,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3433,4048,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3434,4049,True,11,8,False,False,False,True,3,flood_depth_omitted|literacy_direction_reversed|literacy_omitted,False,False,True,True,True,False,False,False,False,False
3435,405,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3436,4050,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3437,4051,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3438,4052.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3439,4052.2,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|loan_burden_direction|loan_omitted,True,True,False,False,False,True,True,False,False,False
3440,4052.3,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3441,4053,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3442,4054,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3443,4055,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3444,4056,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3445,4057,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3446,4058,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3447,4059,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3448,4060.1,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3449,4060.2,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3450,4061,True,11,6,False,False,False,True,5,literacy_direction_reversed|literacy_omitted|loan_burden_direction|loan_omitted|robust_p01_p99_bounds,False,False,False,True,True,True,True,True,False,False
3451,4063,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|literacy_direction_reversed|literacy_omitted,True,True,False,True,True,False,False,False,False,False
3452,4064,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3453,4065,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3454,4066,False,11,3,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
3455,4067,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3456,4068,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3457,4069,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3458,407,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3459,4071,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3460,4072,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3461,4073,False,11,2,False,False,False,True,2,loan_burden_direction|loan_omitted,False,False,False,False,False,True,True,False,False,False
3462,4074,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3463,4076,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3464,4077,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3465,4078,True,11,8,False,False,False,True,3,equal_indicator_weights|flood_binary_omitted|robust_p01_p99_bounds,True,True,False,False,False,False,False,True,False,False
3466,4079,False,11,4,False,False,False,True,4,equal_indicator_weights|flood_binary_omitted|loan_burden_direction|loan_omitted,True,True,False,False,False,True,True,False,False,False
3467,408,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3468,4081,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3469,4082,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3470,4083,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3471,4084,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3472,4085,True,11,10,False,False,False,True,1,loan_burden_direction,False,False,False,False,False,True,False,False,False,False
3473,4086,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3474,4087,True,11,9,False,False,False,True,2,flood_binary_omitted|literacy_direction_reversed,False,True,False,True,False,False,False,False,False,False
3475,4088,True,11,11,True,True,False,False,0,,False,False,False,False,False,False,False,False,False,False
3476,4089,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3477,409,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3478,4090,False,11,0,False,False,True,False,0,,False,False,False,False,False,False,False,False,False,False
3479,4091,False,11,3,False,False,False,True,3,literacy_direction_reversed|loan_burden_direction|loan_omitted,False,False,False,True,False,True,True,False,False,False
3480,4092,True,11,9,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
3481,4093,False,11,1,False,False,False,True,1,flood_binary_omitted,False,True,False,False,False,False,False,False,False,False
3482,4094,False,11,2,False,False,False,True,2,equal_indicator_weights|flood_binary_omitted,True,True,False,False,False,False,False,False,False,False
